Entry	Taxonomic lineage IDs	Gene names
Q7L576	9606	CYFIP1 KIAA0068
Q9HAW0	9606	BRF2 BRFU PRO1470
Q4V8D6	10116	Brf2
B2DD29	10116	Brsk1 Sadb
Q9ESU6	10090	Brd4 Mcap
Q3URV1	10090	Tbc1d32 Bromi
Q075Z2	9606	BSPH1
Q0Q236	10090	Bsph2
Q63073	10116	Btg1
Q8R2Q8	10090	Bst2
Q6UXE8	9606	BTNL3 BTNLR COLF4100 UNQ744/PRO1472
Q6UXG8	9606	BTNL9 UNQ1900/PRO4346
Q8CFE5	10090	Btbd7 Fup1 Kiaa1525
Q5XKL5	9606	BTBD8
D3YUB6	10090	Btbd8 Gm16115
Q9WVA3	10090	Bub3
Q86VB7	9606	CD163 M130
O35796	10116	C1qbp Gc1qbp
P30099	10116	Cyp11b2 Cyp11b-2
P30100	10116	Cyp11b3 Cyp11b-3
Q499P3	10116	C1galt1c1
P31722	10116	C1qc C1qg
Q6P1N0	9606	CC2D1A AKI1
Q86Z23	9606	C1QL4 CTRP11
Q9NPY3	9606	CD93 C1QR1 MXRA4
Q9BXJ4	9606	C1QTNF3 CTRP3 UNQ753/PRO1484
P20851	9606	C4BPB
Q63515	10116	C4bpb
Q641Y1	10116	Cyb561d2
Q9NZP8	9606	C1RL C1RL1 C1RLP CLSPA
Q9P2K1	9606	CC2D2A KIAA1345
P30993	10090	C5ar1 C5ar C5r1
P33076	9606	CIITA MHC2TA
Q695P6	10116	C5ar2 C5l2 Gpr77
Q8R1R5	10116	Cd99l2 Mic2l1 Rhombex40
Q8IZS8	9606	CACNA2D3
Q8K207	10090	
Q5VU69	9606	C1orf189
Q8WTZ4	9606	CA5BP1 CA5B CA5BL
Q8N1I8	9606	CACTIN-AS1 C19orf29-AS1 C19orf29OS
Q3U7U4	10090	
Q8VGC3	10116	Cacnb2 Cacnlb2
Q9NSG2	9606	C1orf112
Q6PHS9	10090	Cacna2d2 Kiaa0558
O88751	10116	Cabp1
Q9NP86	9606	CABP5 CABP3
P12830	9606	CDH1 CDHE UVO
Q9H251	9606	CDH23 KIAA1774 KIAA1812 UNQ1894/PRO4340
Q13137	9606	CALCOCO2 NDP52
P58365	10116	Cdh23
O00478	9606	BTN3A3 BTF3
Q96K17	9606	BTF3L4
Q6PGH1	10090	Bud31
P28662	10090	Bri3
Q99622	9606	C12orf57 C10
O35127	10090	Grcc10 C10
P0DN25	9606	C1GALT1C1L
Q13111	9606	CHAF1A CAF CAF1P150
P00920	10090	Ca2 Car2
Q5IR70	10090	Cage1 Ctag3
Q13112	9606	CHAF1B CAF1A CAF1P60 MPHOSPH7 MPP7
Q9Y6N8	9606	CDH10
P15116	10090	Cdh2
Q8CE93	10090	Calhm4 Fam26d
Q8N5C1	9606	CALHM5 C6orf188 FAM26E
Q5FWS4	10116	Calhm5 Fam26e
Q5R3K3	9606	CALHM6 C6orf187 FAM26F
Q8N1Q1	9606	CA13
P55291	9606	CDH15 CDH14 CDH3
P18761	10090	Ca6 Car6
P55284	10090	Cdh5
Q5PPN4	10116	Ca8 Car8
Q8IU99	9606	CALHM1 FAM26C
Q8R3Z5	10090	Cacnb1 Cacnlb1
Q16602	9606	CALCRL CGRPR
P0DP26	10090	Calm1 Calm Cam Cam1
Q8NCB2	9606	CAMKV
Q4V8Q1	10116	Capn11
Q9P1Y5	9606	CAMSAP3 KIAA1543
Q3UW68	10090	Capn13 Gm943
Q9JLG8	10090	Capn15 Solh
P20160	9606	AZU1
Q91VA3	10090	Capn8 Ncl2
Q63810	10090	Ppp3r1 Cnb
Q6P8Y1	10090	Capsl
P57730	9606	CARD18 ICEBERG UNQ5804/PRO19611
A2AIV8	10090	Card9
D4A7U2	10116	Carf Als2cr8
P10598	10090	Csn2 Csnb
Q6P4E1	9606	CASC4 UNQ2573/PRO6308
Q96PB1	9606	CASD1 C7orf12 Nbla04196
P31944	9606	CASP14
P55211	9606	CASP9 MCH6
Q63088	10116	Ctsj Ctsp
Q920D5	10116	Casp12
Q03135	9606	CAV1 CAV
Q810S2	10090	
Q9WUV6	10116	Capza3
P48442	10116	Casr Gprc2a Pcar1
Q8N350	9606	CBARP C19orf26
P08185	9606	SERPINA6 CBG
Q66H98	10116	Cavin2 Sdpr
Q969G5	9606	CAVIN3 PRKCDBP SRBC
Q8N4T0	9606	CPA6 CPAH
Q8K4S7	10116	Cblb
Q9Y3M2	9606	CBY1 ARB1 C22orf2 CBY PGEA1 HRIHFB2025
Q09LZ8	10090	Agbl4 Ccp6
Q8K4I6	10116	Cby1 Cby Pgea1
A6NI87	9606	CBY3
Q5M862	10116	Ccdc134
Q8ND61	9606	C3orf20
Q17RM4	9606	CCDC142 PSEC0243
Q8NDH2	9606	CCDC168 C13orf40
Q8BXX9	10090	Ccdc169
Q80X53	10090	Ccdc116
Q4V8B5	10116	Ccdc116
Q8IWD4	9606	CCDC117
Q6PB51	10090	Ccdc117
Q6PII3	9606	CCDC174 C3orf19
Q3U155	10090	Ccdc174
Q5PQS7	10116	Ccdc174
Q99MB4	10116	Cbwd1
P0C221	9606	CCDC175 C14orf38
E9PVB3	10090	Ccdc175
A5D8V7	9606	CCDC151
Q8CDV0	10090	Ccdc178
A6NI56	9606	CCDC154 C16orf29
Q6RUT8	10090	Ccdc154 Gm317
Q13185	9606	CBX3
Q6AYN9	10116	Ccdc181
Q6PEB9	10116	Ccdc127
Q9QXV1	10090	Cbx8 Pc3
Q6AY41	10116	Tmem30a Cdc50a
Q5FVJ6	10116	Bscl2
Q8K2Q7	10090	Brox
Q9DCA5	10090	Brix1 Brix Bxdc2
Q4QQT6	10116	Brix1 Brix Bxdc2
Q925T8	10116	Brinp1 Brinp Dbc1 Dbccr1 Fam5a
Q9C0B6	9606	BRINP2 DBCCR1L2 FAM5B KIAA1747
P20290	9606	BTF3 NACB OK/SW-cl.8
Q9Z1S0	10090	Bub1b Mad3l
Q6UWJ8	9606	CD164L2 UNQ6122/PRO20044
Q96L14	9606	CEP170P1 CEP170L KIAA0470L
P15393	10116	Cyp11b1 Cyp11b-1
Q91ZW8	10090	Cd209d
Q91ZW7	10090	Cd209e
Q9BXJ5	9606	C1QTNF2 CTRP2 UNQ6349/PRO21054
P04003	9606	C4BPA C4BP
Q8R066	10090	C1qtnf4 Ctrp4
Q8CFG9	10090	C1rb C1r
Q8CFW7	10090	Cc2d2a
Q6DHV5	9606	CC2D2B C10orf130 C10orf131
Q8CFG5	10116	Cacna2d3
Q9H246	9606	C1orf21 PIG13
Q9CPZ3	10090	
Q9CWU4	10090	
Q8R2K8	10090	
Q8N6G1	9606	LINC00337 C1orf211 NCRNA00337
Q8NC38	9606	ZNF436-AS1 C1orf213
Q8TAB5	9606	C1orf216
Q8TDN4	9606	CABLES1 CABLES
B1ARW8	10090	
Q8N9H9	9606	C1orf127
Q5XI53	10116	Cacul1
Q5DWV1	10116	Cdh20 Cad20
Q13936	9606	CACNA1C CACH2 CACN2 CACNL1A1 CCHL1A1
P97291	10090	Cdh8
Q6PFX6	10090	Cdh24
Q8IXH8	9606	CDH26
P55288	10090	Cdh11 Cad-11
P55289	9606	CDH12
Q5RJH3	10090	Cdh12
O75309	9606	CDH16 UNQ695/PRO1340
Q9ERQ8	10090	Ca7 Car7
Q08331	10090	Calb2
Q5U206	10116	Calml3
Q8BLQ9	10090	Cadm2 Igsf4d Necl3
Q99MP3	10090	Calcb
Q63811	10090	Ppp3r2
P0DP27	10090	Calm2 Cam2 CamC
P17655	9606	CAPN2 CANPL2
P40124	10090	Cap1 Cap
Q3UHL1	10090	Camkv
Q07009	10116	Capn2
Q6ZQ73	10090	Cand2 Kiaa0667 Tip120b
Q8C1B1	10090	Camsap2 Camsap1l1 Kiaa1078
D4AEC2	10116	Camsap2
Q5BK10	10116	Capn13
A8MX76	9606	CAPN14
Q9ULU8	9606	CADPS CAPS CAPS1 KIAA1121
P47757	10090	Capzb Cappb1
Q9BXL7	9606	CARD11 CARMA1
