Entry	Taxonomic lineage IDs	Gene names
P17919	10090	Hoxb1 Hox-2.9 Hoxb-1
P14652	9606	HOXB2 HOX2H
P01819	10090	
P02830	10090	Hoxa7 Hox-1.1 Hoxa-7
P01822	10090	
P18524	10090	
O43364	9606	HOXA2 HOX1K
Q99MF4	10116	Il11ra1
Q9NX55	9606	HYPK C15orf63 HSPC136
Q9ERD9	10116	Ido1 Ido Indo
Q8R0V5	10090	Ido2 Indol1
P10997	9606	IAPP
Q9Z1Q4	10090	Ly6g6c Ng24
O08528	10090	Hk2
Q8JZL1	10090	Il17rd Il17rlm Sef
P17936	9606	IGFBP3 IBP3
B2GUV7	10116	Eif5b If2
Q9H2K0	9606	MTIF3 DC38
P48163	9606	ME1
O00221	9606	NFKBIE IKBE
O54910	10090	Nfkbie Ikbe
Q9UBC1	9606	NFKBIL1 IKBL
O88995	10090	Nfkbil1 Ikbl
Q8R2H1	10116	Nfkbil1 Ikbl
Q9ESJ7	10090	Irak1bp1 Aip70 Simpl
Q9BYH8	9606	NFKBIZ IKBZ INAP MAIL
Q9EST8	10090	Nfkbiz Inap Mail
Q70UQ0	9606	IKBIP IKIP
Q9DBZ1	10090	Ikbip Ikip
O15111	9606	CHUK IKKA TCF16
Q60680	10090	Chuk Ikka
O14920	9606	IKBKB IKKB
P27546	10090	Map4 Mtap4
Q5M7W5	10116	Map4
Q14164	9606	IKBKE IKKE IKKI KIAA0151
Q9R0T8	10090	Ikbke Ikke Ikki
O88735	10090	Map7 Mtap7
A1L0T0	9606	ILVBL AHAS
Q8BU33	10090	Ilvbl
P56270	9606	MAZ ZNF801
P56671	10090	Maz
Q96EY5	9606	MVB12A CFBP FAM125A
Q78HU3	10090	Mvb12a Fam125a
Q9H7P6	9606	MVB12B C9orf28 FAM125B
Q8BPP1	10090	Mab21l2
Q8N8X9	9606	MAB21L3 C1orf161
A6NDZ8	9606	MBD3L4
Q7TPV4	10090	Mybbp1a P160
O95983	9606	MBD3
B1AYB6	10090	Mbd5
Q9NS73	9606	MBIP BM-015
Q99LQ1	10090	Mbip
Q8R3I2	10090	Mboat2 Lpcat4 Oact2
Q3T1J2	10116	Mboat2 Oact2
Q96T53	9606	MBOAT4 GOAT OACT4 FKSG89
P0C7A3	10090	Mboat4 Gm171 Goat
B1Q005	10116	Mboat4 Goat
Q6P1A2	9606	LPCAT3 MBOAT5 OACT5
Q91V01	10090	Lpcat3 Grcc3f Mboat5 Oact5
Q5FVN0	10116	Lpcat3 Grcc3f Mboat5 Oact5
Q96N66	9606	MBOAT7 BB1 LENG4 OACT7
Q8CHK3	10090	Mboat7 Bb1 Leng4 Lpiat1 Oact7
A2RUH7	9606	MYBPHL
Q5FW53	10090	Mybphl
Q5PQM4	10116	Mybphl
P02686	9606	MBP
P04370	10090	Mbp Shi
P02688	10116	Mbp
Q4ZIN3	9606	TMEM259 C19orf6
Q8CIV2	10090	Tmem259 ORF61
Q14566	9606	MCM6
P97311	10090	Mcm6 Mcmd6 Mis5
Q62724	10116	Mcm6 Mcmd6
P33993	9606	MCM7 CDC47 MCM2
Q61881	10090	Mcm7 Cdc47 Mcmd7
Q9UJA3	9606	MCM8 C20orf154
Q9CWV1	10090	Mcm8
D3ZVK1	10116	Mcm8
Q9NXL9	9606	MCM9 C6orf61 MCMDC1
Q2KHI9	10090	Mcm9 Mcmdc1
F1M5F3	10116	Mcm9 Mcmdc1
O60684	9606	KPNA6 IPOA7
A9QM74	9606	KPNA7
P0C7T4	9606	HMSD C18orf53
A8MTL9	9606	HMSD
P0CJ69	9606	MTRNR2L2
P09602	10090	Hmgn2 Hmg-17 Hmg17
Q9NSB8	9606	HOMER2
Q8IX15	9606	HOMEZ KIAA1443
Q86VS8	9606	HOOK3
Q9BUJ2	9606	HNRNPUL1 E1BAP5 HNRPUL1
Q7TMK9	10090	Syncrip Hnrpq Nsap1 Nsap1l
P07910	9606	HNRNPC HNRPC
Q9P2W1	9606	PSMC3IP HOP2 TBPIP
O35047	10090	Psmc3ip Hop2 Tbpip
Q00839	9606	HNRNPU C1orf199 HNRPU SAFA U21.1
Q9BPY8	9606	HOPX HOD HOP LAGY NECC1 OB1
Q8R1H0	10090	Hopx Hod Hop Ob1
A8MVJ9	9606	
P62749	10116	Hpcal1
P00738	9606	HP
A0A0B4J1V1	9606	IGHV3-21
P01764	9606	IGHV3-23
P28358	9606	HOXD10 HOX4D HOX4E
P01803	10090	
P31311	10090	Hoxa11 Hox-1.9 Hoxa-11
P01807	10090	
P01821	10090	
A0A0C4DH34	9606	IGHV4-28
P17483	9606	HOXB4 HOX2F
P31269	9606	HOXA9 HOX1G
Q8R1F5	10090	Hyi
Q812F3	10090	Hyal5
P01705	9606	IGLV2-23
Q8VCZ9	10090	Prodh2 Hypdh
Q61727	10090	Il10ra Il10r
Q7TNI4	10116	Il22ra2
Q61190	10090	Il10rb Crfb4
O75409	9606	HYPM CXorf27
P31273	9606	HOXC8 HOX3A
F1LV46	10116	Ido2 Indol1
Q8WUF5	9606	PPP1R13L IASPP NKIP1 PPP1R13BL RAI
P08833	9606	IGFBP1 IBP1
P01742	9606	IGHV1-69
Q3TY65	10090	Ica1l Als2cr15
Q6RUG5	10116	Ica1l Als2cr15
P35459	10090	Ly6d Ly61 Thb
P27321	10116	Cast
P41137	10116	Id2 Id-2
P41138	10116	Id3 Id-3
O60841	9606	EIF5B IF2 KIAA0741
P23368	9606	ME2
Q99KE1	10090	Me2
Q16798	9606	ME3
Q8CI17	10090	Mab21L3
Q08AI8	9606	MAB21L4 C2orf54
Q8CEZ4	10090	Mab21l4
Q8WWY6	9606	MBD3L1 MBD3L
A0A1B0GVZ6	9606	MBD3L2B
Q9BQG0	9606	MYBBP1A P160
Q56R16	10116	Kpna5
C0LLJ0	10090	Kpna7
D3ZLZ7	10116	Impdh1
P33896	10090	Ifnar1 Ifar Ifnar
Q0GNC1	10090	Inf2
Q99PT3	10090	Ino80b Hmga1l4 Papa1 Znhit4
Q0VD86	9606	INCA1 HSD45
Q8NI35	9606	PATJ INADL
O14732	9606	IMPA2 IMP.18P
P08476	9606	INHBA
P00770	10116	Mcpt2
P21812	10090	Mcpt4
P15261	10090	Ifngr1 Ifngr
Q8IU57	9606	IFNLR1 IL28RA LICR2
Q96EL1	9606	INKA1 C3orf54 FAM212A
Q9NTI7	9606	INKA2 C1orf183 FAM212B
Q9NPH2	9606	ISYNA1 INO1
Q96PE3	9606	INPP4A
P35914	9606	HMGCL
P52597	9606	HNRNPF HNRPF
Q794E4	10116	Hnrnpf Hnrpf
P0CJ76	9606	MTRNR2L9
Q969F9	9606	HPS3
Q9ESM2	10116	Hapln2 Bral1
B2RY83	10090	Hpse2 Hpa2
Q8BGC0	10090	Htatsf1
P57058	9606	HUNK MAKV
O88866	10090	Hunk Makv
Q9UK45	9606	LSM7
Q9BRA0	9606	NAA38 LSMD1 MAK31 PFAAP2
Q9D2U5	10090	Naa38 Lsmd1
Q9DBA8	10090	Amdhd1
P01817	9606	IGHV2-5
P01814	9606	IGHV2-70
P01745	10090	
P01747	10090	
P01748	10090	
P01749	10090	Ighv1-61 Igh-VJ558
P01753	10090	
P01754	10090	Ighv1-62-3 Igh-VJ558
P01766	9606	IGHV3-13
P01699	9606	IGLV1-44
Q01822	10090	Hoxd1 Hox-4.9 Hoxd-1
O43820	9606	HYAL3 LUCA3
Q9NYD6	9606	HOXC10 HOX3I
O43365	9606	HOXA3 HOX1E
Q8BH06	10090	Il17re
P50207	10090	Hoxc13 Hoxc-13
Q3U2S8	10090	Hvcn1 Bts Vsop
Q99665	9606	IL12RB2
Q3U1G5	10090	Isg20l2
Q9NRM6	9606	IL17RB CRL4 EVI27 IL17BR UNQ2501/PRO19612
A0A0C4DH29	9606	IGHV1-3
P0DP01	9606	IGHV1-8
E9Q1P8	10090	Irf2bp2
Q9H1B7	9606	IRF2BPL C14orf4 EAP1 KIAA1865 My039
P15473	10116	Igfbp3 Igfbp-3
P22692	9606	IGFBP4 IBP4
P13598	9606	ICAM2
Q9WU67	10090	Ly6i Ly6m
Q14773	9606	ICAM4 LW
Q9ERM2	10090	Icam4
Q60625	10090	Icam5 Icam3 Tlcn
P24592	9606	IGFBP6 IBP6
Q9P2D0	9606	IBTK BTKI KIAA1417
Q01965	10090	Ly9 Ly-9
Q9NZ38	9606	IDI2-AS1 C10orf110 HT009
P05362	9606	ICAM1
Q9WVM4	10116	Icmt
O75144	9606	ICOSLG B7H2 B7RP1 ICOSL KIAA0653
Q8R035	10090	Mrpl58 Ict1
Q9R1T7	10116	Icos Ailim
Q4QQT5	10116	
P20067	10090	Id1 Id Id-1 Idb1
Q02363	9606	ID2 BHLHB26
Q86SG7	9606	LYG2 LYGH
P12980	9606	LYL1 BHLHA18
P41565	10116	Idh3g
Q61647	10090	Has1 Has
P01802	10090	
P01763	9606	IGHV3-48
P06328	10090	Ighv1-72
Q86V48	9606	LUZP1
A0A0B4J1X5	9606	IGHV3-74
Q9Z2Q3	10116	Hyal2
P09067	9606	HOXB5 HOX2A
A0A0B4J2H0	9606	IGHV1-69D
P01725	10090	
P48794	10090	Spam1 Ph20 Spam
Q9UF12	9606	PRODH2 HSPOX1 HYPDH
Q00056	9606	HOXA4 HOX1D
P09630	9606	HOXC6 HOX3C
Q9CR41	10090	Hypk
O09030	10090	Il13ra1 Il13r Il13ra
Q9H2X8	9606	IFI27L2 FAM14A TLH29
P32019	9606	INPP5B OCRL2
Q96F46	9606	IL17RA IL17R
P52789	9606	HK2
Q9Z1Q3	10090	Ly6g6d Ng25
P0CW02	10090	Ly6c1
P0CW03	10090	Ly6c2 Ly6c
P35460	10090	Ly6f
Q9UPZ9	9606	ICK KIAA0936
Q9JKV2	10090	Ick
Q60767	10090	Ly75 Cd205
O95711	9606	LY86 MD1
Q9JHF9	10090	Ly96 Esop1 Md2
Q16270	9606	IGFBP7 MAC25 PSF
P70699	10090	Gaa
O60725	9606	ICMT PCCMT
P30836	10116	Sell Lnhr Ly-22
P16581	9606	SELE ELAM1
Q9Y6W8	9606	ICOS AILIM
P98153	9606	DGCR2 IDD KIAA0163
P98154	10090	Dgcr2 Dgsc Idd Sez-12 Sez12
Q9NX58	9606	LYAR PNAS-5
P48735	9606	IDH2
Q9D7Q0	10090	Lyg1
Q3V1I0	10090	Lyg2 Gm776
P56574	10116	Idh2
P27792	10090	Lyl1 Lyl-1
Q8BPC6	10090	
P17950	10090	Ier2
Q5T953	9606	IER5L
Q99J55	10090	Ier5l
Q5PQP0	10116	Ier5l
Q08890	10090	Ids
P48441	10090	Idua
O14645	9606	DNALI1
P97823	10090	Lypla1 Apt1 Pla1a
Q6NWV3	10090	Ift122 Wdr10
P47813	9606	EIF1AX EIF1A EIF4C
Q9D7Z7	10090	Lypd5
E9PY46	10090	Ift140 WDTC2
Q86UE4	9606	MTDH AEG1 LYRIC
Q9UG01	9606	IFT172 KIAA1179
Q6VH22	10090	Ift172 Kiaa1179 Wim
Q9HD34	9606	LYRM4 C6orf149 ISD11 CGI-203
Q5U5X0	9606	LYRM7 C5orf31 MZM1L
A8MSI8	9606	LYRM9 C17orf108 HSD24
Q8VC49	10090	Ifi27l2b Isg12(b2)
Q2VIR3	9606	EIF2S3B
Q05D44	10090	Eif5b If2
Q61012	10090	Gngt1 Gng1
Q8CHG3	10090	Gcc2 Kiaa0336
P50150	9606	GNG4 GNGT4
Q9UJY5	9606	GGA1
Q8BUV3	10090	Gphn
Q6P5E6	10090	Gga2 Kiaa1080
Q9ESM6	10090	Gdpd2 Gde3 Obdpf
Q99LY2	10090	Gdpd3 Gde7
P70552	10116	Gchfr Gfrp
P10867	10116	Gulo
O14908	9606	GIPC1 C19orf3 GIPC RGS19IP1
Q6K1E7	10090	Ggnbp1
P03995	10090	Gfap
Q8K259	10090	Gin1 Zh2c2
Q9CWY4	10090	Gemin7
P04062	9606	GBA GC GLUC
Q6PIY7	9606	TENT2 GLD2 PAPD4
Q7Z4J2	9606	GLT6D1 GLTDC1 GT6M7
P38919	9606	EIF4A3 DDX48 KIAA0111
Q15056	9606	EIF4H KIAA0038 WBSCR1 WSCR1
Q5XI72	10116	Eif4h Wbscr1
P63241	9606	EIF5A
O35368	10090	Ifi203
Q8CGE8	10090	Ifi205a Ifi205
O14879	9606	IFIT3 CIG-49 IFI60 IFIT4 ISG60
Q13325	9606	IFIT5 ISG58 RI58
Q9CQW9	10090	Ifitm3
P01575	10090	Ifnb1 Ifb Ifnb
Q86WN2	9606	IFNE IFNE1 UNQ360/PRO655
P01581	10116	Ifng
Q9P0W0	9606	IFNK UNQ6124/PRO20084
Q4VK74	10090	Ifnl2 Il28a
P05000	9606	IFNW1
P19182	10090	Ifrd1 Tis7
Q9D0P8	10090	Ift27 Rabl4 Rayl
Q96FT9	9606	IFT43 C14orf179
Q6AXQ9	10116	Ift46
Q62559	10090	Ift52 Ngd5
Q8BS45	10090	Ttc26 Hop Ift56
Q96LB3	9606	IFT74 CCDC2 CMG1
P83829	10116	Ift81 Cdv1
Q61371	10090	Ift88 Tg737 Tg737Rpw TgN737Rpw Ttc10
P52787	10090	Cblif Gif
P17267	10116	Cblif Gif
Q6U949	9606	IGF2-AS IGF2-AS1 IGF2AS
P09565	9606	GIG44 PP9974
P78318	9606	IGBP1 IBP1
Q61249	10090	Igbp1 Pc52
Q8BQC3	10090	Igdcc3 Punc
Q8TDY8	9606	IGDCC4 DDM36 KIAA1628 NOPE
Q9EQS9	10090	Igdcc4 Ddm36 Kiaa1628 Nope
P0DOX4	9606	
P20762	10116	
P01855	10116	
P01868	10090	Ighg1 Igh-4
P20759	10116	
P03987	10090	
P01834	9606	IGKC
B9A064	9606	IGLL5
Q6WRI0	9606	IGSF10 CMF608
Q8N9F7	9606	GDPD1 GDE4
Q92820	9606	GGH
Q923B0	10090	Ggact A2ld1
Q9DB41	10090	Slc25a18 Gc2
Q4KLG2	10116	Gimap8 Ian9 Iant
Q6NSU3	10090	Glt8d1
Q6EEV4	9606	POLR2M GRINL1A
Q8NCI6	9606	GLB1L3
Q9CX53	10090	Gemin6
Q9H840	9606	GEMIN7
P02728	9606	
Q9JLQ2	10090	Git2
Q8VC60	10090	Glb1l
Q02644	10116	Ghrhr Grfr
D3ZNQ3	10116	Glt6d1
P23336	10090	Ggta1 Ggta-1
Q6ZMI3	9606	GLDN COLM UNQ9339/PRO34011
B5MD39	9606	GGTLC3
Q4KLN4	10116	Gle1 Gle1l
Q8IVS8	9606	GLYCTK HBEBP4 LP5910
Q9D6Y9	10090	Gbe1
Q8N5X7	9606	EIF4E3
Q62448	10090	Eif4g2 Nat1
P01216	10090	Cga
Q0VGT2	10090	Gli2 Thp
P10071	9606	GLI3
P55010	9606	EIF5
P59325	10090	Eif5
Q6XP49	10090	Glis3
Q3KRD8	10116	Eif6 Itgb4bp
Q0D2I5	9606	IFFO1 IFFO
Q5TF58	9606	IFFO2
Q8R2V2	10090	Iffo2
Q9H496	9606	TOR1AIP2 IFRG15
Q9ER81	10090	Tor1aip2 Ifrg15
P40305	9606	IFI27
Q9R002	10090	Ifi202 Ifi202a Ifi202b
P09912	9606	IFI6 G1P3
Q9BYX4	9606	IFIH1 MDA5 RH116
Q64282	10090	Ifit1 Garg16 Ifi56 Isg56
P09913	9606	IFIT2 CIG-42 G10P2 IFI54 ISG54
P13164	9606	IFITM1 CD225 IFI17
Q01629	9606	IFITM2
Q99J93	10090	Ifitm2
Q01628	9606	IFITM3
P26376	10116	ifitm3
O88728	10090	Ifitm5 Bril Fragilis4
P01566	9606	IFNA10
P01571	9606	IFNA17
P01562	9606	IFNA1 IFNA13
P01572	10090	Ifna1
P05011	10116	Ifna1
P01563	9606	IFNA2 IFNA2A IFNA2B IFNA2C
P05014	9606	IFNA4
P07349	10090	Ifna5
P07350	10090	Ifna6 Ifa6 Ifa8 Ifna8
P06799	10090	Ifna7 Ifa7
P09235	10090	Ifna9 Ifa9
Q80SS5	10090	Ifna12
Q80SU4	10090	Ifna13
P70499	10116	Ifnb1 Ifnb
Q80ZF2	10090	Ifne Ifne1 Ifnt1
Q9JHJ3	10090	Glmp
Q68FV6	10116	Glmp
P01580	10090	Ifng
Q7TSL0	10090	Ifnk
P20695	10116	Ifrd1 Pc4
Q12894	9606	IFRD2
Q8IY31	9606	IFT20
Q61025	10090	Ift20
Q9H7X7	9606	IFT22 RABL5
Q9DAI2	10090	Ift22 Rabl5
Q9BW83	9606	IFT27 RABL4 RAYL
Q9DB07	10090	Ift46
Q9Y366	9606	IFT52 C20orf9 NGD5 CGI-53
A0AVF1	9606	TTC26 IFT56
Q5U2N8	10116	Ttc26 Ift56
Q9NWB7	9606	IFT57 DERP8 ESRRBL1 HIPPI
Q9P2H3	9606	IFT80 KIAA1374 WDR56
P07092	10116	Serpine2 Pi7 Pn1
Q3TT99	10090	Gdpd4 Gde6
Q9H1K4	9606	SLC25A18 GC2
Q499T2	10116	Ifi30
Q6PDE7	10090	Ggt6
Q9QZP1	10116	Gemin2 Sip1
A6NEY3	9606	GOLGA6L3
Q6P9H5	9606	GIMAP6 IAN2 IAN6
Q66HC8	10116	Ggn
E9PW74	10090	Gimd1 Gm5549
Q68FF6	10090	Git1
Q9Z272	10116	Git1
Q14161	9606	GIT2 KIAA0148
Q4G0N0	9606	GGTA1P GGTA1
O94923	9606	GLCE KIAA0836
Q9EPS3	10090	Glce
Q91VC3	10090	Eif4a3 Ddx48
Q8QZY2	10090	Glyctk
P23588	9606	EIF4B
Q04446	9606	GBE1
P06730	9606	EIF4E EIF4EL1 EIF4F
Q80XI3	10090	Eif4g3
P63242	10090	Eif5a
P11962	10116	Cga Cga1
P01215	9606	CGA
Q8K1M4	10090	Glis1 Gli5
Q9BZE0	9606	GLIS2 NKL
Q8VDL9	10090	Glis2 Gli5 Nkl
P0C6R4	10116	Iffo2
P01882	10090	
P01854	9606	IGHE
P0DOY3	9606	IGLC3
Q8HW98	10090	Iglon5
P0C673	10090	Igsf11
P09606	10116	Glul Glns
Q6ZQA6	10090	Igsf3 Kiaa0466
Q969P0	9606	IGSF8 CD81P3 EWI2 KCT4
Q99PF5	10116	Khsrp Fubp2
P58550	9606	FXYD6P3 FXYD8
P21217	9606	FUT3 FT3B LE
Q8VDC1	10090	Fyco1
Q9NU39	9606	FOXD4L1
P02319	10090	Prm1 Prm-1
P57057	9606	SLC37A1 G3PP
Q13069	9606	GAGE5
Q10473	10116	Galnt1
P84588	10116	
Q14435	9606	GALNT3
P04792	9606	HSPB1 HSP27 HSP28
P42930	10116	Hspb1 Hsp27
Q16082	9606	HSPB2
Q12988	9606	HSPB3 HSP27 HSPL27
Q9QZ58	10116	Hspb3
Q5EBG6	10090	Hspb6 Gm479
Q9UBY9	9606	HSPB7 CVHSP
Q9QUK5	10116	Hspb7 Cvhsp
Q9EPX0	10116	Hspb8 Cryac Hsp22
Q99JT1	10090	Gatb Pet112 Pet112l
Q61016	10090	Gng7 Gngt7
P63077	10116	Gng8 Gng9 Gngt9
Q0VGK0	10116	Gabarapl1 Gec1
Q01514	10090	Gbp1 Gbp-1 Mag-1 Mpa1
Q8BHJ7	10090	Gabra5
Q92538	9606	GBF1 KIAA0248
P50151	9606	GNG10 GNGT10
Q9DAS9	10090	Gng12
P63138	10116	Gabrb2 Gabrb-2
P26048	10090	Gabra2 Gabra-2
P28472	9606	GABRB3
P63079	10116	Gabrb3 Gabrb-3
P50153	10090	Gng4 Gngt4
P63218	9606	GNG5 GNGT5
O14764	9606	GABRD
Q8N1C3	9606	GABRG1
P22723	10090	Gabrg2
P23434	9606	GCSH
Q5I0P2	10116	Gcsh
Q9JL56	10090	Gde1 Mir16
Q06210	9606	GFPT1 GFAT GFPT
P06396	9606	GSN
Q9NZ52	9606	GGA3 KIAA0154
P97785	10090	Gfra1 Gdnfra Trnr1
Q6PB97	10090	Fbxl19
P10118	10116	Prm1 Prm-1
P01358	9606	
O88871	10116	Gabbr2 Gpr51
P80404	9606	ABAT GABAT
Q5XIG6	10116	Galk2
Q8N292	9606	GAPT C5orf29
Q86SF2	9606	GALNT7
Q8CA72	10090	Gan
Q66HG4	10116	Galm
Q14353	9606	GAMT
Q9HCQ5	9606	GALNT9
P10868	10116	Gamt
P41250	9606	GARS
Q5JY77	9606	GPRASP1 GASP KIAA0443
Q08369	10090	Gata4 Gata-4
P46152	10116	Gata4
P97489	10090	Gata5
P23769	9606	GATA2
Q9H0R6	9606	QRSL1
P48741	9606	HSPA7 HSP70B
Q6PB93	10090	Galnt2
Q6AYB4	10116	Hspa14
P70419	10090	Galnt3
Q8N4A0	9606	GALNT4
Q61286	10090	Tcf12 Alf1 Meb
P51514	10116	Tcf12
O43716	9606	GATC 15E1.2
Q8CBY0	10090	Gatc
P50440	9606	GATM AGAT
Q9D964	10090	Gatm
Q9HAV0	9606	GNB4
P29387	10090	Gnb4
P63078	10090	Gng8 Gng9 Gngt9
Q8R3R8	10090	Gabarapl1 Apg8l Atg8l Gec1 MNCb-0091
O14610	9606	GNGT2 GNG8 GNG9 GNGT8
Q61107	10090	Gbp4 Gbp3
O09028	10116	Gabrp
Q8CFB4	10090	Gbp5
Q9CXP8	10090	Gng10
P61952	9606	GNG11 GNGT11
P61953	10090	Gng11 Gngt11
P62813	10116	Gabra1 Gabra-1
P47869	9606	GABRA2
P48755	10090	Fosl1 Fra1
A0A0C4DH62	9606	IGHJ1
O00358	9606	FOXE1 FKHL15 FOXE2 TITF2 TTF2
Q8NCD3	9606	HJURP FAKTS FLEG1 URLC9
Q9QXW4	10090	Fscn3
Q8BYN5	10090	Fsd1l Ccdc10 Csdufd1 Fsd1nl
Q7TPM6	10090	Fsd1
Q99PW7	10116	Fstl3 Flrg
Q6MZW2	9606	FSTL4 KIAA1061
P47931	10090	Fst
Q8NA03	9606	FSIP1 HSD10
Q9D5H4	10090	Ftmt
Q3U0V1	10090	Khsrp Fubp2
P59649	10116	Fxyd7
O15117	9606	FYB1 FYB SLAP130
Q9BQS8	9606	FYCO1 ZFYVE7
Q9CQE9	10090	Flywch2
P23377	10116	Furin Fur Pcsk3
P81069	10090	Gabpb2
Q6NT46	9606	GAGE2A GAGE2
Q9WU81	10090	Slc37a2 Ci2
Q13068	9606	GAGE4
Q68FH4	10090	Galk2
O60318	9606	MCM3AP GANP KIAA0572 MAP80
P50554	10116	Abat Gabat
Q8BFQ8	10090	Gatd1 Pddc1
Q9NY12	9606	GAR1 NOLA1
O35969	10090	Gamt
Q9CY66	10090	Gar1 Nola1
Q6AYA1	10116	Gar1 Nola1
Q61592	10090	Gas6
P07902	9606	GALT
Q920R4	10116	Gprasp1 Pips
P30553	10116	Cckbr
Q9BWX5	9606	GATA5
P54652	9606	HSPA2
Q92908	9606	GATA6
Q924Y4	10116	Gata2
P60520	9606	GABARAPL2 FLC3A GEF2
Q6ZN66	9606	GBP6
P50573	10116	Gabrr3
P30793	9606	GCH1 DYT5 GCH
Q92947	9606	GCDH
P42357	9606	HAL HIS
Q80SZ7	10090	Gng5 Gngt5
Q8BKT3	10090	Gcfc2 Gcf Tcf9
Q05915	10090	Gch1 Gch
P18507	9606	GABRG2
O94808	9606	GFPT2
P55041	10090	Gem Kir
Q62997	10116	Gfra1 Gdnfra Retl1 Trnr1
P19440	9606	GGT1 GGT
Q60928	10090	Ggt1 Ggt Ggtp
Q6ZNW5	9606	GDPGP1 C15orf58
Q9JJT2	10090	Gfra4
O75223	9606	GGCT C7orf24 CRF21
Q9D7X8	10090	Ggct
Q9UEU5	9606	GAGE2D GAGE8
Q9UJ14	9606	GGT7 GGTL3 GGTL5
Q99MZ4	10116	Ggt7 Ggtl3
Q61660	10090	Foxj1 Hfh4
Q61850	10090	Foxc2 Fkh14 Fkhl14 Mfh1
Q9CZS3	10090	Fopnl For20
Q9Y261	9606	FOXA2 HNF3B TCF3B
Q63249	10116	Foxd4 Fkhl9 Freac5 Hfh6
Q13461	9606	FOXE3 FKHL12 FREAC8
P55318	9606	FOXA3 HNF3G TCF3G
P35584	10090	Foxa3 Hnf3g Tcf-3g Tcf3g
Q61080	10090	Foxf1 Fkhl5 Foxf1a Freac1 Hfh8
O15409	9606	FOXP2 CAGH44 TNRC10
Q01167	9606	FOXK2 ILF ILF1
Q6PJQ5	9606	FOXR2 FOXN6
O08696	10090	Foxm1 Fkh16
D3ZYW7	10116	Fxn
Q920E5	10090	Fdps
Q14331	9606	FRG1
P97376	10090	Frg1
Q9BZ67	9606	FRMD8 FKSG44
Q3UFK8	10090	Frmd8
P19132	10116	Fth1 Fth
Q5TBA9	9606	FRY C13orf14
Q9P2Q2	9606	FRMD4A FRMD4 KIAA1294
Q0VAX3	10090	Fads2p1
Q920B0	10090	Frmd4b
Q6NVD0	10090	Frem2 Nv1
P0C091	9606	FREM3
Q68DX3	9606	FRMPD2 PDZD5C PDZK4 PDZK5C
Q5JV73	9606	FRMPD3 KIAA1817
Q16658	9606	FSCN1 FAN1 HSN SNL
P85845	10116	Fscn1
Q96NE9	9606	FRMD6 C14orf31
Q8BGW1	10090	Fto Kiaa1752
Q32PX7	10116	Fubp1
Q3B756	10116	Fuz
Q99KY4	10090	Gak
Q06547	9606	GABPB1 E4TF1B GABPB GABPB2
Q96PS6	9606	GAFA1
O43826	9606	SLC37A4 G6PT G6PT1 PRO0685 TRG19
P63145	9606	ERVK-24
P28471	10116	Gabra4
P60522	10116	Gabarapl2 Gef2
P50572	10116	Gabrr1
P28476	9606	GABRR2
Q9DCD6	10090	Gabarap
P01864	10090	
P01865	10090	Igh-1a
P82976	10090	Gbx1
Q96CN9	9606	GCC1
D3ZZL9	10116	Gcc2 Gcc185
P63213	10090	Gng2
P16383	9606	GCFC2 C2orf3 GCF TCF9
P18506	10116	Gabrd
Q99928	9606	GABRG3
O88819	10090	Fut9
Q99JB3	10116	Fut9
O35601	10090	Fyb1 Fyb
P56959	10090	Fus
A2A995	10090	Fyb2 ARAP
Q8BFZ4	10090	Fbxl21 Fbl21 Fbxl3b
P70213	10090	Fv1
Q80WP8	10090	Gadl1
Q8TAK5	9606	GABPB2
Q9UBS5	9606	GABBR1 GPRC3A
Q8TED4	9606	SLC37A2
Q7LDI9	9606	ERVK-6 ERVK6
P0DPI2	9606	GATD3A C21orf33
Q8C7U7	10090	Galnt6
P54818	10090	Galc
Q8BHN3	10090	Ganab G2an Kiaa0088
Q62805	10116	Galr1 Galnr Galnr1
P23771	9606	GATA3
P23772	10090	Gata3 Gata-3
P43694	9606	GATA4
Q8BUY8	10090	Gprasp2
P48757	10090	Gast Gas
P04563	10116	Gast Gas
P14659	10116	Hspa2 Hst70
P34932	9606	HSPA4 APG2
O08912	10090	Galnt1
Q5FWT5	10116	Qrsl1
P11142	9606	HSPA8 HSC70 HSP73 HSPA10
Q0VDF9	9606	HSPA14 HSP60 HSP70L1
O08832	10090	Galnt4
Q7Z7M9	9606	GALNT5
O60262	9606	GNG7 GNGT7
Q9H0R8	9606	GABARAPL1 GEC1
P48169	9606	GABRA4
Q9D6F4	10090	Gabra4
P60521	10090	Gabarapl2
Q9H0R5	9606	GBP3
O00591	9606	GABRP
P16305	10090	Gabra6 Gabra-6
P30191	10116	Gabra6 Gabra-6
Q9UN88	9606	GABRQ
P18505	9606	GABRB1
Q9D4H2	10090	Gcc1
P48031	10090	Gbx2 Mmoxa Stra7
P59768	9606	GNG2
P23576	10116	Gabra2 Gabra-2
P63080	10090	Gabrb3 Gabrb-3
P26049	10090	Gabra3 Gabra-3
P63219	10116	Gng5 Gngt5
Q9D1H7	10090	Get4
A6NEM1	9606	GOLGA6L9 GOLGA6L20
A6NI86	9606	GOLGA6L10 GOLGA6L18
H0YKK7	9606	GOLGA6L19
Q07235	10090	Serpine2 Pi7 Pn1 Spi4
Q9CRY7	10090	Gdpd1 Gde4
Q8BMI4	10090	Gen1
